Its a Ray
-0.134344 0.0952536 0.0520958 -0.127652 0.07399 0.1088
Its a Segment
-0.134344 0.0952536 0.0520958 0.16673 0.019964 -0.612901
-0.0415729 0.151549 -0.00635576 
-0.0427079 0.151894 -0.00649313 
-0.0408442 0.152602 -0.00723164 
-0.0423065 0.150496 -0.00548521 
-0.0445568 0.151229 -0.00569012 
-0.043754 0.152254 -0.00662286 
-0.0419789 0.152954 -0.00736227 
-0.0413647 0.150284 -0.00509832 
-0.0470477 0.150201 -0.00445632 
-0.0480529 0.15019 -0.0042011 
-0.0480744 0.151666 -0.00489643 
-0.0483263 0.149906 -0.00403153 
-0.0452267 0.150119 -0.00491516 
-0.0463999 0.150559 -0.00488163 
-0.0335873 0.154463 -0.00838872 
-0.0387577 0.150948 -0.00516845 
-0.0405106 0.151258 -0.00613685 
-0.0379006 0.151906 -0.00621808 
-0.0379836 0.153062 -0.00765575 
-0.0397769 0.152293 -0.00702124 
-0.0387772 0.152061 -0.00669739 
-0.0370469 0.152854 -0.00726744 
-0.0370306 0.151785 -0.00571407 
-0.0396346 0.151103 -0.0056598 
-0.0389846 0.1533 -0.00797514 
-0.0400442 0.15362 -0.00816685 
-0.0344427 0.15352 -0.00733684 
-0.0336363 0.153436 -0.00674709 
-0.0345483 0.152531 -0.00560476 
-0.0362549 0.153841 -0.0082413 
-0.036173 0.152719 -0.00677506 
-0.0353184 0.153664 -0.00782609 
-0.0362392 0.151744 -0.00510561 
-0.0353601 0.152626 -0.00619729 
-0.0329038 0.153455 -0.00604291 
-0.0379505 0.150881 -0.00456722 
-0.0377322 0.150234 -0.00179971 
-0.0382124 0.150071 -0.00262103 
-0.0388973 0.150052 -0.00339157 
-0.0372213 0.150899 -0.00386632 
-0.0404209 0.150087 -0.00469474 
-0.0396234 0.150027 -0.00409811 
-0.0332242 0.152554 -0.00262082 
-0.0334767 0.152548 -0.00159465 
-0.0359512 0.151053 -0.00163407 
-0.0366243 0.151025 -0.00298791 
-0.0359956 0.151076 -0.00202594 
-0.0338241 0.152569 -0.00489392 
-0.0344045 0.152028 -0.00248634 
-0.0332687 0.15271 -0.00392746 
-0.0349517 0.151884 -0.00344832 
-0.0355616 0.151785 -0.00432824 
-0.0310503 0.155166 -0.00836756 
-0.0310985 0.154152 -0.00673494 
-0.0297515 0.154263 -0.00514597 
-0.031909 0.154239 -0.00732019 
-0.030183 0.155051 -0.00785968 
-0.0293863 0.155004 -0.00725783 
-0.0327214 0.154341 -0.00788327 
-0.0303698 0.154176 -0.00601441 
-0.0265381 0.155425 -0.00506198 
-0.0261555 0.155801 -0.00568703 
-0.027962 0.155009 -0.00579987 
-0.0269011 0.155694 -0.0071882 
-0.0286406 0.154979 -0.0065778 
-0.025189 0.156576 -0.00769163 
-0.0276261 0.15573 -0.00786612 
-0.0262324 0.15581 -0.00635861 
-0.0321606 0.153429 -0.00535973 
-0.0297912 0.154227 -0.00467156 
-0.0301636 0.153871 -0.00371356 
-0.0291189 0.15522 -0.00190906 
-0.0298186 0.154044 -0.00457012 
-0.0310386 0.154131 -0.00157547 
-0.0308113 0.153953 -0.00248259 
-0.0301924 0.153974 -0.00357072 
-0.0289402 0.154865 -0.00285823 
-0.0293326 0.154386 -0.00360575 
-0.0288635 0.154571 -0.00355817 
-0.0303849 0.154168 -0.00247422 
-0.0276791 0.155231 -0.00339809 
-0.0270163 0.155641 -0.00359794 
-0.0267733 0.15662 -0.0020223 
-0.0259693 0.156664 -0.00260696 
-0.0252695 0.156633 -0.00336931 
-0.0277533 0.155598 -0.00253083 
-0.0268492 0.155368 -0.00477229 
-0.0276517 0.15535 -0.00385533 
-0.0279379 0.155215 -0.0039665 
-0.0281334 0.155101 -0.00344078 
-0.0274694 0.155208 -0.00473974 
-0.0315436 0.153515 -0.00448892 
-0.0326921 0.152804 -0.00294992 
-0.0310262 0.153728 -0.00354608 
-0.0457839 0.11676 -0.0154906 
-0.0460367 0.115268 -0.015925 
-0.0449755 0.115277 -0.0159431 
-0.0408808 0.115001 -0.0156637 
-0.0429656 0.115061 -0.0157138 
-0.0447618 0.116708 -0.0154556 
-0.0439904 0.115156 -0.0158426 
-0.041943 0.114992 -0.0156494 
-0.0437744 0.116579 -0.0153348 
-0.0453052 0.113634 -0.0162273 
-0.0454802 0.112265 -0.0167776 
-0.0455367 0.111121 -0.0175743 
-0.0431779 0.113636 -0.0162215 
-0.0444734 0.111133 -0.0175908 
-0.0444587 0.11222 -0.0167423 
-0.0433541 0.112279 -0.0167951 
-0.0410688 0.11258 -0.017122 
-0.0434138 0.111151 -0.0176174 
-0.0409771 0.113795 -0.0164017 
-0.0422677 0.111306 -0.0177858 
-0.0422106 0.112435 -0.0169649 
-0.0411191 0.111396 -0.0179091 
-0.0442438 0.113637 -0.0162318 
-0.0412638 0.110187 -0.018624 
-0.042033 0.113762 -0.0163433 
-0.0390625 0.110364 -0.0188163 
-0.0368977 0.110447 -0.0189068 
-0.0379579 0.11044 -0.0188969 
-0.0348481 0.110331 -0.0188 
-0.0358361 0.11045 -0.0189078 
-0.0376142 0.115213 -0.0159111 
-0.0397761 0.115072 -0.015742 
-0.0386776 0.11516 -0.0158482 
-0.0365515 0.115187 -0.0158874 
-0.03348 0.115008 -0.0157024 
-0.0345432 0.114978 -0.015669 
-0.035527 0.115134 -0.015836 
-0.0401614 0.110268 -0.0187071 
-0.0388306 0.112851 -0.0174267 
-0.0377685 0.112865 -0.0174473 
-0.0400219 0.111533 -0.0180322 
-0.0378644 0.111663 -0.0181901 
-0.0389284 0.111648 -0.0181691 
-0.0399713 0.112687 -0.0172474 
-0.038773 0.11398 -0.0166127 
-0.0398766 0.113891 -0.0165093 
-0.0376719 0.114063 -0.0167039 
-0.0366079 0.114094 -0.0167422 
-0.033501 0.113967 -0.0166209 
-0.0337268 0.111492 -0.0180397 
-0.0355455 0.11407 -0.0167228 
-0.0357372 0.111668 -0.0181975 
-0.0356427 0.112876 -0.017464 
-0.0346189 0.112824 -0.0174204 
-0.0335566 0.11282 -0.0174155 
-0.0347529 0.111555 -0.0180951 
-0.0367055 0.112873 -0.0174612 
-0.0338627 0.110196 -0.0186635 
-0.0368012 0.111669 -0.0181954 
-0.0345638 0.113971 -0.0166195 
-0.02745 0.110307 -0.0187882 
-0.0251322 0.110719 -0.0192347 
-0.0262667 0.110544 -0.0190457 
-0.0302923 0.115032 -0.0157497 
-0.0313173 0.115081 -0.0157968 
-0.0292314 0.114996 -0.0157151 
-0.0323789 0.115075 -0.0157884 
-0.025101 0.114847 -0.0155729 
-0.0261604 0.114813 -0.0155316 
-0.0282448 0.11486 -0.0155715 
-0.0272212 0.114809 -0.0155223 
-0.0306198 0.11135 -0.017885 
-0.0323987 0.114036 -0.016697 
-0.0292876 0.113893 -0.0165575 
-0.0324948 0.112838 -0.0174448 
-0.0327045 0.111423 -0.0179721 
-0.0302725 0.114038 -0.0167089 
-0.0313333 0.114057 -0.0167329 
-0.0295595 0.111353 -0.0178807 
-0.0316803 0.111369 -0.0179291 
-0.0313926 0.112895 -0.0174931 
-0.0293428 0.112771 -0.0173776 
-0.0303664 0.112853 -0.0174686 
-0.0263327 0.111444 -0.0179843 
-0.0251918 0.111615 -0.0181703 
-0.0263531 0.11244 -0.0170322 
-0.0284948 0.111359 -0.0178892 
-0.0252093 0.112572 -0.0171753 
-0.0283013 0.113756 -0.016413 
-0.0262987 0.113585 -0.0162365 
-0.0273178 0.113609 -0.0162558 
-0.0251564 0.113713 -0.0163747 
-0.0273763 0.112504 -0.0170987 
-0.0283604 0.112635 -0.0172343 
-0.0274342 0.111364 -0.0178958 
-0.0228793 0.110931 -0.0194728 
-0.0217829 0.111029 -0.0195757 
-0.0240368 0.11082 -0.0193477 
-0.0206804 0.112216 -0.0188434 
-0.0183959 0.112492 -0.0191613 
-0.0195343 0.112367 -0.0190097 
-0.0186027 0.111108 -0.0196906 
-0.0196643 0.111086 -0.0196461 
-0.0174982 0.111166 -0.0197324 
-0.0207265 0.111071 -0.0196229 
-0.017323 0.112508 -0.01916 
-0.0239953 0.114912 -0.0156465 
-0.0217088 0.114301 -0.017023 
-0.0217098 0.115215 -0.0159934 
-0.0229012 0.115018 -0.0157633 
-0.0194344 0.115555 -0.0163687 
-0.0193753 0.114664 -0.0174341 
-0.0182701 0.114743 -0.017523 
-0.0172469 0.116672 -0.0155678 
-0.0183288 0.115615 -0.0164437 
-0.0172476 0.114664 -0.0174436 
-0.0183957 0.116542 -0.0154107 
-0.0205151 0.114503 -0.0172551 
-0.020574 0.115387 -0.0161841 
-0.0173075 0.11558 -0.0164072 
-0.0217663 0.11209 -0.0186927 
-0.0240109 0.113853 -0.0165323 
-0.0228318 0.114095 -0.016802 
-0.0217183 0.113234 -0.017904 
-0.0229141 0.111944 -0.0185359 
-0.0240311 0.112816 -0.0174462 
-0.0228558 0.113062 -0.0177116 
-0.0240588 0.111793 -0.0183639 
-0.0182921 0.113707 -0.0184295 
-0.0205328 0.113457 -0.0181494 
-0.0193941 0.113623 -0.0183331 
-0.0172265 0.113695 -0.0184196 
-0.0455357 0.120317 -0.0132441 
-0.0465986 0.120315 -0.0132329 
-0.0465826 0.121367 -0.0123258 
-0.045477 0.1214 -0.012376 
-0.0455924 0.119193 -0.014062 
-0.0423634 0.121318 -0.0123099 
-0.0444555 0.121377 -0.0123561 
-0.0425153 0.118993 -0.0138741 
-0.0435029 0.119128 -0.0140097 
-0.0415297 0.118854 -0.0137293 
-0.0434452 0.120253 -0.0131867 
-0.0433911 0.121364 -0.0123522 
-0.0414315 0.120058 -0.0129928 
-0.0413386 0.121239 -0.0122322 
-0.0445311 0.119183 -0.0140568 
-0.0444709 0.120321 -0.0132547 
-0.0424235 0.12018 -0.013117 
-0.0455612 0.125305 -0.00846085 
-0.0454802 0.123445 -0.0105099 
-0.0465413 0.123419 -0.0104793 
-0.0465602 0.122394 -0.0114017 
-0.0454995 0.122409 -0.0114255 
-0.0455406 0.124353 -0.00945534 
-0.0465624 0.124393 -0.00950278 
-0.0413643 0.124214 -0.00934406 
-0.0433933 0.123406 -0.0104784 
-0.0423878 0.124291 -0.00941969 
-0.0444987 0.125316 -0.00848377 
-0.0423449 0.122373 -0.0114097 
-0.0444371 0.122416 -0.011439 
-0.0413062 0.123313 -0.010402 
-0.0444374 0.124419 -0.00954541 
-0.0434133 0.12436 -0.00948612 
-0.0423688 0.123346 -0.0104204 
-0.0444577 0.123407 -0.0104693 
-0.0433732 0.122414 -0.0114499 
-0.0413207 0.122297 -0.0113384 
-0.0404457 0.119913 -0.0128413 
-0.0403541 0.121097 -0.0120881 
-0.0394946 0.119701 -0.0126173 
-0.0405477 0.118695 -0.0135582 
-0.0375464 0.119352 -0.0122401 
-0.0395958 0.118487 -0.0133369 
-0.0376087 0.118212 -0.0130418 
-0.0393675 0.120945 -0.0119262 
-0.0385489 0.119476 -0.0123722 
-0.0386191 0.118326 -0.013151 
-0.0365871 0.119162 -0.0120374 
-0.0403754 0.124077 -0.00919956 
-0.0393568 0.123991 -0.00912015 
-0.0374511 0.122567 -0.00961353 
-0.0403006 0.122206 -0.0112466 
-0.0384117 0.12376 -0.00887525 
-0.0375072 0.123454 -0.00854988 
-0.0383512 0.122877 -0.00994551 
-0.0392946 0.123101 -0.0101877 
-0.0402835 0.123242 -0.0103332 
-0.0365847 0.122192 -0.00920846 
-0.0384168 0.120732 -0.0116964 
-0.0393097 0.122071 -0.0111029 
-0.0374161 0.12162 -0.0106267 
-0.0383343 0.121902 -0.0109317 
-0.037469 0.120514 -0.011464 
-0.0356976 0.121856 -0.0088333 
-0.0337147 0.120592 -0.00951232 
-0.0365486 0.12125 -0.0102225 
-0.0335992 0.1188 -0.0116562 
-0.0337721 0.121485 -0.00843946 
-0.0346622 0.118788 -0.0116368 
-0.0356336 0.11996 -0.0108661 
-0.0346794 0.119765 -0.0106544 
-0.0336919 0.119642 -0.0105178 
-0.0365293 0.120277 -0.0112077 
-0.0356488 0.118923 -0.0117804 
-0.0356538 0.120932 -0.00987931 
-0.0347118 0.121713 -0.00868145 
-0.0346988 0.120729 -0.0096591 
-0.0404379 0.124957 -0.00812413 
-0.0394569 0.124785 -0.00795634 
-0.0385101 0.124563 -0.00772445 
-0.0396002 0.125498 -0.0067103 
-0.0376703 0.125135 -0.00632213 
-0.0405815 0.125646 -0.00686289 
-0.0386241 0.125328 -0.00654651 
-0.0375712 0.124334 -0.00748059 
-0.0388025 0.125966 -0.00521606 
-0.0378236 0.125803 -0.00505851 
-0.0357951 0.124657 -0.0058294 
-0.0347028 0.122731 -0.00776716 
-0.0366237 0.123115 -0.00817194 
-0.0338028 0.122413 -0.00742547 
-0.0366211 0.124122 -0.00724685 
-0.0356565 0.122935 -0.00798984 
-0.0348994 0.124334 -0.00549397 
-0.0340312 0.123966 -0.00509105 
-0.0366993 0.124957 -0.00615077 
-0.0328911 0.122131 -0.00712262 
-0.0356809 0.123888 -0.0070042 
-0.0329956 0.122915 -0.00595413 
-0.0338857 0.12324 -0.00632922 
-0.0347751 0.123588 -0.00668109 
-0.0328255 0.12127 -0.00820532 
-0.0368834 0.125578 -0.00482073 
-0.0344386 0.125663 -0.00162003 
-0.0353742 0.125928 -0.00196324 
-0.0360471 0.125746 -0.0036679 
-0.0351946 0.125334 -0.00338173 
-0.0331172 0.123673 -0.00477506 
-0.0343794 0.125292 -0.00246071 
-0.033472 0.124985 -0.00213286 
-0.0359493 0.125342 -0.00457539 
-0.0350845 0.124972 -0.00417237 
-0.0341992 0.124637 -0.00378015 
-0.0332919 0.124337 -0.00345787 
-0.0310269 0.122601 -0.0056394 
-0.0288953 0.122588 -0.00566495 
-0.0320486 0.122707 -0.00572396 
-0.029962 0.122606 -0.0056563 
-0.0278288 0.122593 -0.00568164 
-0.0268076 0.122539 -0.00562189 
-0.0257438 0.12256 -0.00564443 
-0.0297834 0.121969 -0.0069874 
-0.0319101 0.121969 -0.00695975 
-0.0308492 0.121938 -0.00695618 
-0.029645 0.121258 -0.00823608 
-0.0318098 0.121167 -0.00811427 
-0.030708 0.121227 -0.00820323 
-0.0255703 0.121939 -0.00698176 
-0.0287178 0.121983 -0.00700749 
-0.0276563 0.12199 -0.007026 
-0.0264967 0.121204 -0.00819998 
-0.0254349 0.121225 -0.00822483 
-0.0275613 0.121213 -0.00819283 
-0.0285818 0.121272 -0.00825717 
-0.0266349 0.121939 -0.00696588 
-0.0293383 0.123554 -0.00265044 
-0.0302932 0.123607 -0.00301843 
-0.03056 0.124009 -0.00164624 
-0.0315292 0.124197 -0.00202254 
-0.0291541 0.123106 -0.00418201 
-0.0301817 0.12316 -0.0042413 
-0.0312047 0.123257 -0.00431908 
-0.0321931 0.123411 -0.0044713 
-0.0325683 0.124672 -0.00180773 
-0.0323569 0.124066 -0.00320487 
-0.0313957 0.12387 -0.00298136 
-0.0259227 0.123138 -0.0042558 
-0.0280887 0.123076 -0.00418723 
-0.027019 0.123094 -0.00421217 
-0.0283817 0.123518 -0.00261643 
-0.027273 0.123571 -0.00271305 
-0.0262078 0.123609 -0.00273748 
-0.0250588 0.123734 -0.00291588 
-0.0211708 0.123144 -0.00636628 
-0.0245954 0.122675 -0.00581505 
-0.0234485 0.122824 -0.00599554 
-0.0223108 0.122995 -0.00618559 
-0.023326 0.122164 -0.00726067 
-0.0210403 0.122456 -0.00761783 
-0.0221856 0.122325 -0.00745001 
-0.0190143 0.123258 -0.00649836 
-0.0179573 0.123303 -0.00653742 
-0.0201151 0.123178 -0.00639815 
-0.0168415 0.122494 -0.0076608 
-0.0168964 0.123328 -0.00656517 
-0.0180945 0.124042 -0.00530863 
-0.019191 0.123923 -0.00519119 
-0.0203338 0.123782 -0.00500918 
-0.0199406 0.122541 -0.00772092 
-0.0189216 0.122512 -0.00768052 
-0.0170398 0.124093 -0.00535053 
-0.0178575 0.122517 -0.00769635 
-0.02429 0.121354 -0.00839434 
-0.0244677 0.122018 -0.00707965 
-0.0248096 0.123255 -0.00440954 
-0.0225266 0.123574 -0.00478676 
-0.0236634 0.123398 -0.00459221 
-0.0213844 0.123724 -0.0049697 
-0.0242249 0.124407 -0.00155437 
-0.0230963 0.124618 -0.00175855 
-0.0219613 0.124807 -0.00195706 
-0.023911 0.123885 -0.00309916 
-0.0227771 0.124071 -0.00329832 
-0.0216432 0.124246 -0.00349177 
-0.0208115 0.124915 -0.0021319 
-0.0196629 0.125034 -0.00230889 
-0.0185161 0.125172 -0.00248935 
-0.0173769 0.125333 -0.00267782 
-0.0205096 0.124449 -0.00369667 
-0.0194201 0.1246 -0.00382324 
-0.0183192 0.124686 -0.00393431 
-0.017163 0.124753 -0.00408239 
-0.0158705 0.161111 -0.00904539 
-0.0165839 0.159908 -0.00982549 
-0.016347 0.159993 -0.0102438 
-0.0144671 0.110884 -0.0194361 
-0.0154901 0.11097 -0.019533 
-0.0163397 0.112374 -0.0190184 
-0.0134033 0.110892 -0.0194483 
-0.0164766 0.111102 -0.0196668 
-0.0153553 0.112218 -0.0188504 
-0.00992774 0.110288 -0.021044 
-0.012301 0.110982 -0.0195491 
-0.0098481 0.112657 -0.0193422 
-0.0110869 0.111309 -0.0199045 
-0.00991212 0.111561 -0.0201766 
-0.0110657 0.112343 -0.0190003 
-0.0131928 0.11434 -0.0171133 
-0.0152794 0.114388 -0.017154 
-0.0142172 0.114376 -0.0171381 
-0.0130193 0.115677 -0.016537 
-0.0151821 0.115592 -0.0164315 
-0.0162447 0.115598 -0.0164334 
-0.0140302 0.116852 -0.0157862 
-0.0129648 0.116833 -0.0157687 
-0.0141183 0.115602 -0.0164489 
-0.0161934 0.116736 -0.0156361 
-0.0150862 0.116786 -0.0157023 
-0.0162644 0.11453 -0.017303 
-0.0119972 0.115638 -0.0165051 
-0.00977222 0.11683 -0.0157853 
-0.0110297 0.11443 -0.0172182 
-0.0120923 0.11442 -0.0172013 
-0.00996463 0.114432 -0.0172214 
-0.00890397 0.114438 -0.0172305 
-0.0108336 0.116804 -0.0157483 
-0.0118972 0.116803 -0.015741 
-0.00991099 0.115578 -0.0164445 
-0.0109726 0.115573 -0.0164387 
-0.015298 0.113338 -0.0180384 
-0.0144059 0.112046 -0.0186792 
-0.0133438 0.11201 -0.0186315 
-0.0143101 0.113201 -0.0178955 
-0.0132881 0.113144 -0.01784 
-0.0162822 0.113495 -0.0182068 
-0.0099585 0.1135 -0.0182227 
-0.0122436 0.112093 -0.0187249 
-0.0121876 0.113225 -0.0179296 
-0.0110454 0.113378 -0.0180964 
-0.00878563 0.110674 -0.0212403 
-0.00764186 0.11082 -0.0214014 
-0.00653882 0.110902 -0.0214831 
-0.0075843 0.111951 -0.0206051 
-0.00648083 0.111994 -0.0206545 
-0.00761105 0.112944 -0.01965 
-0.00650346 0.112991 -0.0197156 
-0.00871405 0.112847 -0.0195489 
-0.00868026 0.111843 -0.0204858 
-0.00768714 0.116771 -0.0157299 
-0.00779971 0.114512 -0.0173201 
-0.00875136 0.116762 -0.015718 
-0.00665705 0.114661 -0.0174859 
-0.00663864 0.115688 -0.0165748 
-0.00658339 0.116828 -0.0157946 
-0.00884754 0.115581 -0.0164541 
-0.00774122 0.115628 -0.0165086 
-0.00664275 0.113752 -0.0185066 
-0.00880359 0.113633 -0.0183799 
-0.0077039 0.113721 -0.0184781 
-0.00773495 0.12664 -0.00628182 
-0.0129236 0.118879 -0.0139348 
-0.0140717 0.118746 -0.0137718 
-0.0151271 0.118705 -0.0137294 
-0.0141262 0.119616 -0.0126879 
-0.0162681 0.118552 -0.0135478 
-0.0153159 0.119411 -0.012435 
-0.0129882 0.119781 -0.0128781 
-0.0163998 0.119263 -0.0123023 
-0.0106759 0.119083 -0.0141801 
-0.0118269 0.118985 -0.0140536 
-0.0096155 0.119132 -0.0142361 
-0.0107414 0.120001 -0.0131465 
-0.00964195 0.120097 -0.0132573 
-0.00970184 0.120973 -0.0121849 
-0.0119418 0.120727 -0.011899 
-0.0118501 0.11995 -0.013068 
-0.010796 0.120869 -0.0120713 
-0.00981592 0.123797 -0.00918874 
-0.0110119 0.122536 -0.00980812 
-0.0122779 0.122169 -0.00937841 
-0.00979508 0.122843 -0.0101629 
-0.0110742 0.123419 -0.00875247 
-0.0154402 0.120098 -0.0111735 
-0.0133966 0.121962 -0.00916065 
-0.0144336 0.120974 -0.0101151 
-0.0146147 0.12166 -0.00880985 
-0.013259 0.121231 -0.0103976 
-0.0167629 0.120643 -0.00969861 
-0.0156178 0.12076 -0.00985742 
-0.0165765 0.119912 -0.0109781 
-0.013127 0.120519 -0.0116431 
-0.0167796 0.121583 -0.00869919 
-0.0157593 0.121529 -0.00864145 
-0.0142621 0.120334 -0.0114431 
-0.0120829 0.121468 -0.0106691 
-0.0109041 0.121705 -0.010941 
-0.00976599 0.121876 -0.011136 
-0.00855727 0.119157 -0.0142712 
-0.00853806 0.120181 -0.0133625 
-0.00642846 0.119149 -0.0142793 
-0.00749339 0.119159 -0.0142858 
-0.00743438 0.120242 -0.0134406 
-0.00749956 0.121159 -0.0124082 
-0.00855639 0.121127 -0.0123669 
-0.00752216 0.122122 -0.0114318 
-0.00865281 0.123002 -0.0103525 
-0.00746204 0.125196 -0.00874293 
-0.00864992 0.124983 -0.00848236 
-0.0086348 0.124041 -0.00947049 
-0.00744498 0.124256 -0.00972454 
-0.00750765 0.123161 -0.01054 
-0.00862433 0.122038 -0.0113292 
-0.0368548 0.0985914 -0.0223265 
-0.0358502 0.0986071 -0.0225695 
-0.0328486 0.0986298 -0.0228073 
-0.0328555 0.100056 -0.0225692 
-0.0338572 0.100054 -0.0225702 
-0.0348607 0.100046 -0.0224582 
-0.0358588 0.100033 -0.0223224 
-0.0348545 0.0986254 -0.0227182 
-0.0338487 0.098628 -0.022813 
-0.0328698 0.101492 -0.0223548 
-0.0388402 0.0957243 -0.0226737 
-0.0368374 0.0957548 -0.023046 
-0.0398464 0.0957237 -0.0225845 
-0.0368558 0.0971787 -0.022608 
-0.0388448 0.0971399 -0.0223049 
-0.0378406 0.0957387 -0.0228102 
-0.0378459 0.0971527 -0.0224307 
-0.0348521 0.0972102 -0.0229902 
-0.0348452 0.0957896 -0.0233484 
-0.0358424 0.095771 -0.0231986 
-0.0338357 0.095789 -0.0234311 
-0.0338474 0.0972112 -0.023083 
-0.0328429 0.0972178 -0.0231932 
-0.0328363 0.0957996 -0.0235469 
-0.0358448 0.0971832 -0.0228124 
-0.0448823 0.107056 -0.0197924 
-0.0448888 0.108464 -0.0189265 
-0.0428815 0.108469 -0.0193857 
-0.0425055 0.108838 -0.0192163 
-0.0435985 0.108724 -0.0190759 
-0.0408918 0.109911 -0.0187996 
-0.0413959 0.1089 -0.0192706 
-0.0408758 0.107069 -0.0201235 
-0.0418773 0.107078 -0.0201516 
-0.0428742 0.10707 -0.020141 
-0.0438868 0.107083 -0.0199439 
-0.0438866 0.108471 -0.0191595 
-0.0408828 0.108487 -0.0195205 
-0.0418874 0.108498 -0.0194287 
-0.0448725 0.105637 -0.0203982 
-0.0448698 0.104232 -0.0209188 
-0.0408646 0.104225 -0.0205494 
-0.0438717 0.105649 -0.0205239 
-0.0418712 0.105657 -0.0205306 
-0.0418656 0.104235 -0.0206965 
-0.0428742 0.105667 -0.0205602 
-0.0428689 0.104235 -0.0209095 
-0.0438685 0.104239 -0.0209341 
-0.0408599 0.102809 -0.0209257 
-0.0418598 0.102811 -0.0210501 
-0.0428613 0.102811 -0.0212634 
-0.0438604 0.102816 -0.0213031 
-0.040872 0.105663 -0.0204372 
-0.0423655 0.110099 -0.0185262 
-0.0447252 0.109884 -0.0183457 
-0.0434603 0.109995 -0.0184047 
-0.038884 0.108506 -0.019659 
-0.0378805 0.108506 -0.019759 
-0.0398915 0.109923 -0.0189257 
-0.0388888 0.109926 -0.019043 
-0.0368781 0.107107 -0.0201846 
-0.0378811 0.107099 -0.0200653 
-0.0388763 0.107081 -0.0200218 
-0.0398786 0.107079 -0.0200332 
-0.0368889 0.109941 -0.0191779 
-0.037886 0.109925 -0.0191545 
-0.0398868 0.108509 -0.0195593 
-0.0368813 0.108512 -0.0198737 
-0.034174 0.107559 -0.0198979 
-0.0330922 0.108613 -0.0189923 
-0.0340031 0.1089 -0.0192874 
-0.0349471 0.109117 -0.019515 
-0.0359339 0.109235 -0.0196158 
-0.0332153 0.107417 -0.0197253 
-0.0350844 0.107815 -0.0201106 
-0.0338755 0.107095 -0.0200162 
-0.0348784 0.10713 -0.0202183 
-0.0358756 0.107103 -0.0202685 
-0.0358825 0.108535 -0.0199213 
-0.0398664 0.104215 -0.0203975 
-0.0388642 0.104209 -0.02036 
-0.0368662 0.104233 -0.0205194 
-0.0378682 0.104226 -0.0203027 
-0.0368759 0.102855 -0.0211016 
-0.0378653 0.102824 -0.0209313 
-0.0388626 0.102809 -0.0208006 
-0.0398616 0.102806 -0.020798 
-0.0368731 0.105664 -0.0202847 
-0.0378749 0.105661 -0.0201869 
-0.0388696 0.105647 -0.0202518 
-0.0398723 0.105663 -0.0203219 
-0.0338786 0.104305 -0.0212068 
-0.034872 0.104274 -0.0209307 
-0.0358716 0.10426 -0.0206916 
-0.0328692 0.104316 -0.0215625 
-0.0328687 0.10291 -0.0220775 
-0.0338704 0.102893 -0.0218261 
-0.0348703 0.102876 -0.0215726 
-0.0358592 0.10284 -0.0213952 
-0.0328776 0.105721 -0.0208169 
-0.0338762 0.105703 -0.0205658 
-0.0348769 0.105695 -0.0204457 
-0.0358714 0.105673 -0.0204021 
-0.0328813 0.11004 -0.0184872 
-0.04085 0.0985381 -0.021696 
-0.0418518 0.098529 -0.0215916 
-0.0428489 0.09852 -0.021578 
-0.0438434 0.0985095 -0.0215595 
-0.0408477 0.0999502 -0.0215042 
-0.0418518 0.0999485 -0.0214177 
-0.0428494 0.0999447 -0.0214282 
-0.0438495 0.0999429 -0.0214407 
-0.0408554 0.101386 -0.0212924 
-0.0418554 0.101378 -0.0213767 
-0.0428553 0.101381 -0.0214106 
-0.0438555 0.101385 -0.0214526 
-0.043838 0.0956679 -0.0221641 
-0.0408505 0.0971293 -0.022095 
-0.0428418 0.0971034 -0.0220359 
-0.0418449 0.0971142 -0.0220611 
-0.043841 0.0970933 -0.0219235 
-0.0288529 0.100117 -0.0233232 
-0.0298518 0.100096 -0.0230635 
-0.0308576 0.10008 -0.0228293 
-0.0318518 0.100063 -0.022678 
-0.0288578 0.101545 -0.0231915 
-0.0298707 0.101527 -0.0228594 
-0.0308625 0.101511 -0.0227041 
-0.0318682 0.101497 -0.022474 
-0.0288456 0.0986889 -0.0235542 
-0.0298552 0.0986755 -0.0232224 
-0.0318501 0.0986369 -0.02282 
-0.0308542 0.0986541 -0.0229751 
-0.0258638 0.0987461 -0.0241399 
-0.0268555 0.0987274 -0.0239779 
-0.0257103 0.0983522 -0.0242349 
-0.0254216 0.0999543 -0.0239282 
-0.0248564 0.100174 -0.0239639 
-0.0258582 0.100162 -0.023852 
-0.0268604 0.100151 -0.0237263 
-0.0278525 0.100136 -0.023576 
-0.0278615 0.0987172 -0.0237448 
-0.0248661 0.101609 -0.0237851 
-0.0258651 0.101595 -0.0237434 
-0.0268641 0.101582 -0.02361 
-0.0278603 0.101566 -0.0234492 
-0.0298441 0.0972531 -0.0235715 
-0.0308479 0.0972408 -0.0233409 
-0.0318479 0.09723 -0.023215 
-0.0288404 0.0972702 -0.0238091 
-0.0278572 0.0972984 -0.0239915 
-0.0268516 0.0981872 -0.024073 
-0.0246099 0.0984431 -0.024327 
-0.0235889 0.0983837 -0.0242804 
-0.0225646 0.0983245 -0.0242201 
-0.0215094 0.0983521 -0.0242621 
-0.0243216 0.10004 -0.0240037 
-0.0232574 0.100051 -0.0240138 
-0.0221188 0.100222 -0.0241961 
-0.0210545 0.100222 -0.024166 
-0.022854 0.100181 -0.0240549 
