Its a Ray
-0.134344 0.0952536 0.0520958 -0.127652 0.07399 0.1088
Its a Segment
-0.134344 0.0952536 0.0520958 0.16673 0.019964 -0.612901
-0.0273424 0.0931435 -0.0275899 
-0.0279294 0.0931359 -0.0265478 
-0.0281399 0.0917982 -0.0286003 
-0.0268485 0.0931277 -0.028596 
-0.0286351 0.0918211 -0.0275955 
-0.0273522 0.0939518 -0.0257303 
-0.032145 0.0863362 -0.0265533 
-0.0307561 0.0876495 -0.0285591 
-0.0311219 0.087675 -0.0275557 
-0.0313824 0.0877015 -0.0265568 
-0.0300375 0.0890464 -0.0285748 
-0.0303971 0.0890708 -0.0275789 
-0.0306702 0.0891071 -0.0265975 
-0.0307256 0.0915724 -0.0247467 
-0.0318346 0.0915622 -0.0244444 
-0.0298676 0.0916468 -0.0252289 
-0.0289503 0.0931616 -0.025199 
-0.0318386 0.0929851 -0.0242124 
-0.0308424 0.0930072 -0.0244625 
-0.0298299 0.09304 -0.0247313 
-0.0284871 0.0932302 -0.0255941 
-0.0285891 0.0935252 -0.0252241 
-0.0308936 0.0901442 -0.0248987 
-0.0317955 0.0901023 -0.0248195 
-0.0328048 0.0886955 -0.0250147 
-0.0318198 0.0887354 -0.0251772 
-0.0326605 0.0863757 -0.0255732 
-0.0320932 0.0877303 -0.0254981 
-0.0310391 0.0892178 -0.0256627 
-0.0327955 0.0873016 -0.0254019 
-0.0417522 0.0782987 -0.0193601 
-0.0427537 0.0783105 -0.0194623 
-0.0437474 0.0783133 -0.0194351 
-0.0377523 0.0783086 -0.0194038 
-0.0387497 0.0782817 -0.0191475 
-0.0397537 0.0782783 -0.0191449 
-0.0407521 0.0782965 -0.0192261 
-0.0347689 0.0780934 -0.0215038 
-0.035755 0.0783248 -0.0195335 
-0.0367537 0.0783235 -0.0195335 
-0.0821717 0.11152 0.00033013 
-0.0831779 0.111548 0.00129095 
-0.0810695 0.111472 -0.000645954 
-0.0825062 0.110166 0.000353593 
-0.0830301 0.110196 0.00131843 
-0.0850289 0.111596 0.00326083 
-0.0858246 0.111645 0.00429163 
-0.0864043 0.111678 0.00530063 
-0.0852375 0.1104 0.00532111 
-0.0841632 0.11158 0.00227497 
-0.0835389 0.110217 0.0023021 
-0.0841444 0.110242 0.00330414 
-0.0846369 0.110251 0.00429821 
-0.0923088 0.114683 0.0143254 
-0.0924079 0.114699 0.0153245 
-0.0896003 0.111903 0.0133388 
-0.089704 0.111925 0.0143387 
-0.0896222 0.111892 0.015334 
-0.0893331 0.111939 0.012355 
-0.0913588 0.113353 0.0143394 
-0.091323 0.113292 0.0153266 
-0.0909349 0.113307 0.0123445 
-0.0911602 0.113316 0.0133388 
-0.0901723 0.112303 0.0149799 
-0.0924453 0.114684 0.0163206 
-0.0923901 0.114734 0.0183133 
-0.0924128 0.11471 0.0173177 
-0.0893649 0.111932 0.017326 
-0.0910478 0.113254 0.017639 
-0.0902689 0.112791 0.0182006 
-0.0889612 0.111861 0.0183359 
-0.0911853 0.113324 0.0173235 
-0.0913132 0.113305 0.0163255 
-0.0909699 0.113313 0.018324 
-0.089592 0.111931 0.0163329 
-0.0898787 0.112224 0.0169361 
-0.0917527 0.113836 0.0170127 
-0.0906322 0.112714 0.0163744 
-0.091428 0.113787 0.018961 
-0.0894904 0.112329 0.0187618 
-0.0918084 0.11461 0.0202058 
-0.0912936 0.114724 0.0218532 
-0.0921826 0.114725 0.0193089 
-0.0914367 0.114681 0.021315 
-0.0905017 0.114314 0.0223543 
-0.0893812 0.113196 0.0217139 
-0.0901978 0.11358 0.0212183 
-0.090988 0.113988 0.0207121 
-0.0898521 0.112924 0.020019 
-0.0906667 0.113308 0.0195238 
-0.089042 0.112536 0.0205154 
-0.0892328 0.114145 0.0245988 
-0.0911264 0.115738 0.024682 
-0.0903629 0.11521 0.0252935 
-0.0908243 0.114994 0.023547 
-0.0895884 0.114751 0.0258504 
-0.0900294 0.114549 0.0240977 
-0.0915979 0.115467 0.0229868 
-0.0888863 0.113493 0.0234001 
-0.0897032 0.113874 0.0229056 
-0.0885037 0.114225 0.0283481 
-0.0855607 0.111744 0.0263451 
-0.0853725 0.111782 0.0273822 
-0.0849712 0.111906 0.0292041 
-0.0868755 0.112781 0.0262639 
-0.0864962 0.112872 0.0280752 
-0.088037 0.113814 0.026966 
-0.0872579 0.113355 0.0275168 
-0.085765 0.112351 0.0286477 
-0.0860966 0.11232 0.0268196 
-0.0877693 0.113692 0.0289151 
-0.0826299 0.110259 0.0284001 
-0.0828517 0.110648 0.028886 
-0.0835287 0.11032 0.027366 
-0.0841262 0.110345 0.0263651 
-0.0821064 0.110205 0.0294137 
-0.0838901 0.110998 0.0281595 
-0.0845698 0.111358 0.0279354 
-0.0855599 0.112052 0.0307632 
-0.0870404 0.113136 0.0295379 
-0.0863431 0.112514 0.0302243 
-0.0878029 0.112934 0.0313303 
-0.0884672 0.113635 0.0306037 
-0.0863239 0.111846 0.0325401 
-0.0871035 0.11231 0.0319974 
-0.0847817 0.111591 0.0313073 
-0.0839655 0.111209 0.0317911 
-0.0823617 0.110377 0.0328225 
-0.0841891 0.111446 0.02976 
-0.0825513 0.110697 0.0307352 
-0.0833762 0.111067 0.0302504 
-0.0831854 0.11075 0.0323354 
-0.0817829 0.110167 0.0313299 
-0.0823269 0.108767 -0.000607289 
-0.0827158 0.108829 0.000295564 
-0.0831639 0.108847 0.00132792 
-0.0837744 0.107497 0.00138169 
-0.0831283 0.107448 0.000408412 
-0.0825753 0.107428 -0.000626511 
-0.0816885 0.110103 -0.000571623 
-0.0852211 0.103481 0.00138673 
-0.0847653 0.103459 0.000382003 
-0.0838755 0.106118 0.000396239 
-0.0833163 0.106091 -0.000625527 
-0.0838969 0.104764 -0.000610535 
-0.0843669 0.106153 0.00138874 
-0.0847322 0.10481 0.00139005 
-0.0842709 0.104792 0.000381661 
-0.0842046 0.10344 -0.000635192 
-0.0855438 0.106245 0.00446783 
-0.0850976 0.106195 0.00337687 
-0.0855325 0.107606 0.0053458 
-0.0850765 0.107567 0.00438106 
-0.0846334 0.108922 0.00436756 
-0.0842876 0.108899 0.00336188 
-0.083856 0.108875 0.00233606 
-0.0846088 0.10754 0.00337493 
-0.0842393 0.107513 0.00238784 
-0.0855607 0.103501 0.00239284 
-0.0861323 0.103534 0.00440203 
-0.0851069 0.104842 0.00238218 
-0.085482 0.104867 0.00337403 
-0.085947 0.104892 0.00437979 
-0.0858155 0.103519 0.00339021 
-0.0847398 0.106178 0.00238203 
-0.0857257 0.0994313 0.000394941 
-0.0850528 0.0993835 -0.000573805 
-0.0860649 0.0994533 0.00140442 
-0.0854234 0.100771 0.000422318 
-0.0848075 0.100731 -0.000569426 
-0.0851088 0.102115 0.000391121 
-0.0855021 0.102147 0.00137916 
-0.0858283 0.1008 0.00139713 
-0.0845391 0.102087 -0.000621587 
-0.0861178 0.0953813 0.000442214 
-0.0864283 0.0954013 0.00141653 
-0.0858053 0.0953564 -0.000572964 
-0.0853843 0.0980412 -0.000554198 
-0.0859359 0.0980836 0.000413824 
-0.0856518 0.096702 -0.000561949 
-0.086306 0.0981081 0.00140707 
-0.0860277 0.0967286 0.000430639 
-0.0865012 0.0967606 0.00143514 
-0.0863919 0.099468 0.00241821 
-0.0867252 0.0994863 0.00342747 
-0.0863798 0.100827 0.00341316 
-0.0858054 0.102155 0.00239755 
-0.0861558 0.100815 0.00240792 
-0.0863384 0.102179 0.00442425 
-0.0860233 0.102167 0.0034068 
-0.0865855 0.100865 0.00437928 
-0.0870966 0.0995146 0.0044219 
-0.0870053 0.0954387 0.00242783 
-0.0875576 0.0954908 0.0044419 
-0.0875073 0.0954698 0.00341799 
-0.0870689 0.0968011 0.00243877 
-0.087234 0.0981695 0.00341761 
-0.0875561 0.0968363 0.00343541 
-0.0878452 0.096803 0.00445868 
-0.0867747 0.0981404 0.0024092 
-0.0876687 0.0981895 0.00443327 
-0.085121 0.108927 0.00536277 
-0.0859344 0.107632 0.00736881 
-0.086324 0.106283 0.0073644 
-0.0861009 0.106274 0.00635995 
-0.0865136 0.106289 0.0083757 
-0.0858632 0.106258 0.00536057 
-0.086179 0.107645 0.0083646 
-0.0858928 0.108988 0.00834067 
-0.0855435 0.108961 0.00733555 
-0.0853889 0.108959 0.00634578 
-0.0857094 0.107615 0.00636703 
-0.0864902 0.103559 0.00540359 
-0.087948 0.102288 0.00840013 
-0.0871972 0.102223 0.00642609 
-0.0876033 0.102265 0.00739801 
-0.0867734 0.103584 0.00638913 
-0.0861826 0.104908 0.00538017 
-0.0864925 0.10492 0.00639597 
-0.0866603 0.10494 0.00737931 
-0.0869937 0.104951 0.00838372 
-0.0872189 0.103599 0.00739967 
-0.0875094 0.103632 0.00838188 
-0.0866496 0.106304 0.00937201 
-0.0859627 0.109007 0.009354 
-0.0867821 0.10632 0.010369 
-0.0860408 0.109124 0.0103593 
-0.0870127 0.10633 0.011369 
-0.0864494 0.107673 0.0113573 
-0.0862013 0.10903 0.0113533 
-0.0862104 0.107661 0.0103578 
-0.0861823 0.107654 0.00936346 
-0.0879612 0.103656 0.0103875 
-0.0884159 0.102321 0.0103913 
-0.087831 0.103641 0.0093887 
-0.0882785 0.102304 0.00940329 
-0.088546 0.102334 0.0113879 
-0.0874631 0.104981 0.0103802 
-0.0872319 0.104968 0.0093836 
-0.0876178 0.105003 0.0113725 
-0.0881725 0.103664 0.0113862 
-0.0858805 0.0926571 0.00145452 
-0.0857862 0.0939971 -0.00056361 
-0.0859939 0.0940196 0.000445293 
-0.0862312 0.0940245 0.00140199 
-0.0857975 0.0926505 0.000473688 
-0.0856626 0.0912736 -0.00055353 
-0.0857102 0.0912822 0.000468321 
-0.0860328 0.0912972 0.00145067 
-0.0857757 0.0926386 -0.000557841 
-0.0853984 0.0872002 -0.00151975 
-0.0857724 0.0872268 -0.000524277 
-0.0863511 0.0872693 0.000483167 
-0.0868392 0.0873072 0.00147849 
-0.0857793 0.088721 -0.000547834 
-0.0862272 0.0886081 0.000477626 
-0.0868019 0.0886457 0.00149241 
-0.0856512 0.0899172 -0.000541045 
-0.0859012 0.0899317 0.000454719 
-0.0864523 0.0899653 0.00147962 
-0.0868795 0.0927253 0.00342064 
-0.0861865 0.0926674 0.00242789 
-0.087209 0.0941073 0.00444199 
-0.0866345 0.094046 0.00237751 
-0.0872227 0.0941086 0.00335062 
-0.0873651 0.0927561 0.00443631 
-0.0865224 0.0913375 0.0024428 
-0.0870992 0.0913786 0.00345195 
-0.0875345 0.0914089 0.00446769 
-0.0873232 0.0873446 0.00247822 
-0.0877048 0.0873692 0.00346654 
-0.0880447 0.0874003 0.00446864 
-0.0873123 0.0886781 0.00248146 
-0.0877889 0.0887187 0.00347532 
-0.0881443 0.0887489 0.00447233 
-0.0870489 0.0900041 0.00248653 
-0.0875561 0.0900472 0.00346813 
-0.087913 0.0900756 0.00446758 
-0.0850182 0.0831804 0.00149618 
-0.0849678 0.0844642 -0.00152644 
-0.0852858 0.0845126 -0.000515374 
-0.0856455 0.0845341 0.000486997 
-0.0860138 0.0845642 0.00148082 
-0.0852938 0.0858468 -0.00152115 
-0.0856596 0.0858717 -0.000523015 
-0.0861402 0.0859086 0.000475654 
-0.0866097 0.0859466 0.00148078 
-0.0844141 0.083121 -0.000497419 
-0.0846694 0.0831371 0.000497005 
-0.0835863 0.0817078 0.00050138 
-0.0838449 0.0817176 0.00149669 
-0.0850671 0.0831487 0.00248224 
-0.085494 0.083212 0.00349969 
-0.0856607 0.0832001 0.00448541 
-0.0864815 0.0846104 0.00248575 
-0.0868299 0.0846427 0.00348465 
-0.0870453 0.0846718 0.00449266 
-0.08699 0.0859713 0.00247197 
-0.0874441 0.0860134 0.00347726 
-0.0877934 0.0860475 0.0044818 
-0.0847861 0.0804507 0.00450965 
-0.0849458 0.0817985 0.00448942 
-0.0838486 0.0803675 0.00250235 
-0.084323 0.0804069 0.00350409 
-0.0841291 0.0817203 0.00248105 
-0.0845128 0.0817443 0.00347449 
-0.0859248 0.0832079 0.00547822 
-0.0861846 0.083225 0.00647736 
-0.0862277 0.0832671 0.00749085 
-0.0863077 0.083293 0.0084931 
-0.0870945 0.0846532 0.00548002 
-0.0871031 0.0846537 0.0064784 
-0.086966 0.0846591 0.00747852 
-0.0868004 0.0846768 0.00848321 
-0.0879813 0.0860844 0.0054873 
-0.0879792 0.086094 0.00648058 
-0.0878523 0.0860961 0.00747941 
-0.0877357 0.0860979 0.0084778 
-0.0849152 0.0791131 0.00550947 
-0.0851867 0.0791254 0.00650076 
-0.0854189 0.0791501 0.00750351 
-0.085501 0.0791776 0.00851156 
-0.0852421 0.0804972 0.00551565 
-0.0856435 0.0805169 0.00650219 
-0.0859756 0.0805547 0.00750576 
-0.0860997 0.0805682 0.0085045 
-0.0852968 0.0818288 0.005494 
-0.085793 0.0818712 0.00648437 
-0.0861503 0.0818963 0.00748815 
-0.0862444 0.0819176 0.00849345 
-0.086438 0.0832915 0.00949498 
-0.0865698 0.0833108 0.0104907 
-0.0866662 0.0833296 0.0114916 
-0.086804 0.0846773 0.00948205 
-0.0869453 0.0846809 0.01048 
-0.0870838 0.0846865 0.0114769 
-0.0878555 0.0861109 0.00948006 
-0.0881094 0.0861284 0.0104766 
-0.0882347 0.0861347 0.011472 
-0.0854712 0.0791996 0.00951147 
-0.0854876 0.0791977 0.0105097 
-0.085625 0.079203 0.01151 
-0.0861137 0.0805676 0.00950062 
-0.086202 0.0805924 0.0105044 
-0.0863191 0.0806082 0.0115067 
-0.0863906 0.0819518 0.00951177 
-0.0865124 0.0819745 0.0105022 
-0.0866257 0.081991 0.0115028 
-0.0872512 0.106353 0.0133638 
-0.0865455 0.109036 0.0123603 
-0.0871517 0.106348 0.0123653 
-0.0871093 0.106357 0.0153576 
-0.087237 0.106355 0.0143591 
-0.0866591 0.107689 0.0123597 
-0.0866911 0.107697 0.0133542 
-0.0867595 0.107707 0.0143554 
-0.086583 0.1077 0.0153543 
-0.0866976 0.109058 0.0133472 
-0.0866673 0.109085 0.0143521 
-0.0865489 0.109072 0.0153468 
-0.0887511 0.102351 0.0133854 
-0.0886543 0.102345 0.0123871 
-0.08784 0.105023 0.0143674 
-0.0878453 0.10502 0.0133698 
-0.0877186 0.105023 0.0153645 
-0.0883137 0.103697 0.0153744 
-0.0878144 0.105004 0.012374 
-0.0882908 0.103675 0.012381 
-0.0884013 0.103686 0.0143755 
-0.0883984 0.103684 0.0133796 
-0.0865431 0.106355 0.0183534 
-0.0869351 0.106366 0.0163624 
-0.0868724 0.106357 0.0173489 
-0.0864626 0.107749 0.0163884 
-0.0865442 0.107736 0.017365 
-0.0862889 0.10771 0.0183439 
-0.0865776 0.109066 0.0163469 
-0.0866227 0.109058 0.0173532 
-0.0865394 0.109089 0.0183378 
-0.0886398 0.102364 0.0173768 
-0.0887482 0.102363 0.0163794 
-0.0884987 0.102354 0.0183681 
-0.0874489 0.105009 0.0173545 
-0.0876028 0.105024 0.0163629 
-0.0882804 0.103688 0.0163664 
-0.0871543 0.105024 0.0183639 
-0.0879266 0.10368 0.0183585 
-0.0881324 0.103677 0.0173573 
-0.089623 0.0983355 0.0134109 
-0.0896332 0.0983435 0.0144056 
-0.0896534 0.0983503 0.0154045 
-0.0895155 0.0983259 0.0124123 
-0.0891047 0.101026 0.0153901 
-0.0890821 0.101017 0.0143926 
-0.0889728 0.101008 0.0133925 
-0.0889531 0.100999 0.0124002 
-0.0891975 0.0996627 0.0124046 
-0.089402 0.0996815 0.0144017 
-0.0892922 0.0996701 0.0134013 
-0.0894247 0.0996886 0.0153976 
-0.0896361 0.0969931 0.0144152 
-0.0896263 0.0969991 0.0154111 
-0.0894234 0.0956355 0.01542 
-0.0894336 0.0956291 0.0144221 
-0.0893296 0.0956153 0.0124232 
-0.0894255 0.0956236 0.0134235 
-0.0895241 0.094286 0.0154262 
-0.0895098 0.0942825 0.014433 
-0.0892956 0.0942653 0.013432 
-0.0896201 0.0969823 0.0124196 
-0.0896385 0.0969877 0.0134181 
-0.0891956 0.099693 0.0183885 
-0.0893171 0.0996957 0.0173941 
-0.089531 0.0983552 0.0174009 
-0.0893403 0.0983511 0.0184032 
-0.0888712 0.101031 0.0183836 
-0.089639 0.0983559 0.0164014 
-0.0891077 0.101031 0.0163881 
-0.0890673 0.101028 0.0173829 
-0.089435 0.0996945 0.016394 
-0.0895466 0.0969995 0.0164128 
-0.0893883 0.0956403 0.0164184 
-0.0894168 0.0942943 0.0184246 
-0.0892997 0.0956389 0.0174174 
-0.0892157 0.0956404 0.0184193 
-0.0893959 0.0942918 0.0174254 
-0.0894235 0.0942851 0.0164251 
-0.089275 0.0969971 0.0184044 
-0.0894207 0.0969969 0.0174102 
-0.0853384 0.107683 0.0213404 
-0.0853981 0.109039 0.0213496 
-0.0850483 0.109026 0.0223524 
-0.0857477 0.109049 0.020349 
-0.0849284 0.107666 0.0223625 
-0.0856221 0.107687 0.0203552 
-0.0859599 0.106341 0.0203569 
-0.0861037 0.109061 0.0193453 
-0.0859116 0.107692 0.0193681 
-0.0851762 0.106326 0.0223754 
-0.085611 0.106332 0.02136 
-0.0862825 0.106347 0.0193454 
-0.0875779 0.102333 0.0213648 
-0.0882673 0.102346 0.019362 
-0.0879259 0.102339 0.0203636 
-0.087232 0.102325 0.0223672 
-0.0858238 0.104979 0.0223569 
-0.0866185 0.103641 0.022352 
-0.0869674 0.103645 0.0213508 
-0.0868829 0.105004 0.0193534 
-0.0865558 0.105007 0.0203641 
-0.0861938 0.104994 0.0213645 
-0.0876027 0.103683 0.0193632 
-0.0873262 0.103661 0.0203534 
-0.0847627 0.109032 0.02334 
-0.0848969 0.106313 0.0233612 
-0.0843417 0.109004 0.0243603 
-0.0838169 0.107636 0.0253505 
-0.0846404 0.107661 0.0233457 
-0.084276 0.107651 0.0243439 
-0.0838768 0.108986 0.0253683 
-0.084184 0.106292 0.0253661 
-0.0846182 0.106299 0.024344 
-0.0868887 0.102318 0.0233696 
-0.085549 0.104961 0.0233427 
-0.0851998 0.104954 0.024348 
-0.0858362 0.103636 0.0243714 
-0.0862725 0.103636 0.0233541 
-0.0861005 0.10314 0.0243088 
-0.0856485 0.103181 0.0252723 
-0.0847679 0.10454 0.0257763 
-0.0852337 0.104506 0.0248257 
-0.0843685 0.105877 0.0253348 
-0.0883977 0.0983242 0.022387 
-0.0887091 0.0983318 0.0213821 
-0.0884031 0.101017 0.0203758 
-0.0887111 0.101017 0.0193703 
-0.0881381 0.0996585 0.0223676 
-0.0877192 0.101 0.0223776 
-0.0881296 0.100997 0.0213597 
-0.0884258 0.0996766 0.0213895 
-0.088744 0.0996845 0.0203875 
-0.0887346 0.0956375 0.0224045 
-0.0886136 0.0969805 0.0223931 
-0.0876135 0.100396 0.0230423 
-0.0867316 0.100467 0.0250232 
-0.087202 0.10043 0.0240701 
-0.0861948 0.1005 0.0258994 
-0.0869443 0.101766 0.0237835 
-0.087877 0.0990467 0.0233782 
-0.0874076 0.0990828 0.0243308 
-0.0864575 0.101794 0.0247295 
-0.0868952 0.0991223 0.0252196 
-0.0859393 0.101835 0.0256124 
-0.0885651 0.0963045 0.0227197 
-0.088166 0.0963498 0.023753 
-0.0877012 0.0963902 0.0247068 
-0.087169 0.0964235 0.0255876 
-0.0877284 0.0950339 0.0247524 
-0.0884601 0.0976543 0.0226015 
-0.0880436 0.0977019 0.0235765 
-0.0875711 0.0977385 0.0245274 
-0.0870447 0.0977755 0.0254107 
-0.0872251 0.0950749 0.0256867 
-0.0882017 0.0949941 0.0238463 
-0.0886344 0.0949473 0.0228281 
-0.0897483 0.0929448 0.0154361 
-0.0896848 0.0929338 0.0144339 
-0.0896326 0.092928 0.0134378 
-0.0893948 0.09291 0.012442 
-0.0891671 0.0942549 0.0124334 
-0.0896358 0.0915718 0.0124456 
-0.0897425 0.0915834 0.0134432 
-0.0897769 0.0915868 0.0144438 
-0.0897683 0.091592 0.0154417 
-0.0889154 0.0875162 0.0124615 
-0.0892808 0.0888643 0.0124572 
-0.0892338 0.0888828 0.0134587 
-0.0891206 0.0888853 0.014456 
-0.0891212 0.0888935 0.0154552 
-0.0895421 0.090213 0.0124508 
-0.0896067 0.0902304 0.0134498 
-0.0895436 0.0902218 0.014448 
-0.0896121 0.0902414 0.0154476 
-0.0896333 0.0929554 0.018431 
-0.0896372 0.0929496 0.0174335 
-0.089646 0.0929438 0.0164332 
-0.0897609 0.0915993 0.0164407 
-0.0897339 0.0916034 0.0174376 
-0.0896535 0.0916031 0.0184402 
-0.0891941 0.0888738 0.0164555 
-0.0891756 0.088886 0.0174542 
-0.0891252 0.0889064 0.0184472 
-0.089636 0.0902445 0.0164491 
-0.0895621 0.0902365 0.017449 
-0.0895055 0.0902528 0.0184453 
-0.0866888 0.0833263 0.0124872 
-0.0867616 0.0833332 0.0134846 
-0.0867571 0.0833567 0.0144816 
-0.0866936 0.0833424 0.0154842 
-0.0870566 0.0847034 0.0124776 
-0.0869081 0.0847086 0.0134765 
-0.0868853 0.0847213 0.0144753 
-0.0868133 0.0846987 0.0154763 
-0.0881632 0.0861128 0.0124706 
-0.0878748 0.0861246 0.0134664 
-0.0874341 0.0860792 0.0144694 
-0.0875304 0.0861027 0.015468 
-0.0857374 0.0792227 0.0125087 
-0.0857527 0.0792184 0.0135098 
-0.0856126 0.0792275 0.0145081 
-0.0857232 0.0792432 0.0155047 
-0.0864769 0.0806081 0.0125015 
-0.086559 0.0806364 0.0135028 
-0.0864234 0.0806346 0.0145003 
-0.0864209 0.080641 0.0154973 
-0.0866809 0.0819772 0.0124969 
-0.0867126 0.0819778 0.0134931 
-0.0867731 0.0820034 0.0144903 
-0.0866821 0.0819953 0.0154888 
-0.0865991 0.0833319 0.0164838 
-0.086501 0.0833246 0.0174861 
-0.0864179 0.083353 0.0184733 
-0.086761 0.084678 0.016478 
-0.086829 0.0847067 0.0174745 
-0.0867621 0.084687 0.0184803 
-0.087695 0.0860952 0.016472 
-0.0877886 0.0861226 0.0174689 
-0.087689 0.0861087 0.0184696 
-0.0857238 0.0792489 0.0165033 
-0.0855011 0.0792275 0.0175034 
-0.0852267 0.0792333 0.0184927 
-0.0863191 0.0806349 0.0164939 
-0.0861064 0.0806138 0.0174966 
-0.0858462 0.0806083 0.01849 
-0.0865635 0.0819919 0.0164862 
-0.0864107 0.0819973 0.0174801 
-0.0861937 0.0819823 0.0184808 
-0.084864 0.0789836 0.0191297 
-0.088699 0.0915828 0.0224195 
-0.0883581 0.0875191 0.0194553 
-0.0881537 0.0875035 0.020457 
-0.0878269 0.087472 0.021463 
-0.0875265 0.087486 0.0224433 
-0.0887231 0.0888754 0.0204484 
-0.0884531 0.0888833 0.0214341 
-0.0881282 0.0888644 0.0224361 
-0.0885465 0.0902329 0.022415 
-0.088473 0.0908539 0.022804 
-0.0871856 0.0923586 0.0257303 
-0.087746 0.09368 0.0248353 
-0.0875821 0.0909427 0.0247332 
-0.0870669 0.0909973 0.0256595 
-0.0886456 0.0935942 0.0229142 
-0.0881693 0.0922771 0.0238938 
-0.087216 0.0937177 0.0257149 
-0.0882111 0.0936365 0.0238814 
-0.0885789 0.0922253 0.0228661 
-0.0880478 0.0908955 0.0237752 
-0.0877008 0.0923103 0.0248018 
-0.0870672 0.0882048 0.024333 
-0.0868827 0.0896245 0.0255163 
-0.0865727 0.08823 0.0252282 
-0.0873717 0.0895698 0.0245766 
-0.0861837 0.0868588 0.0248974 
-0.0878291 0.0895228 0.0236162 
-0.0857101 0.0869161 0.0258492 
-0.0866523 0.0868042 0.0239447 
-0.0871517 0.0874756 0.0234341 
-0.0877229 0.0888584 0.0234132 
-0.0861267 0.0833147 0.0194823 
-0.0858835 0.0833066 0.0204824 
-0.0855025 0.0832965 0.0214753 
-0.0851368 0.0832799 0.0224738 
-0.0866231 0.0846922 0.0194779 
-0.0864956 0.084691 0.0204775 
-0.0862565 0.0846802 0.0214754 
-0.0861039 0.0846923 0.0224682 
-0.0875543 0.0861148 0.0194651 
-0.0874212 0.0861211 0.0204627 
-0.0871923 0.0861012 0.021463 
-0.0869334 0.0861006 0.0224549 
-0.0848856 0.0792043 0.0194951 
-0.0855847 0.0806062 0.0194802 
-0.0852141 0.0805923 0.0204766 
-0.0859388 0.0819759 0.019473 
-0.0856119 0.0819492 0.0204815 
-0.0850735 0.0819457 0.0214598 
-0.084435 0.0791603 0.0205035 
-0.0839381 0.0791399 0.0214982 
-0.0833697 0.0790868 0.0225099 
-0.0846192 0.0805533 0.0214764 
-0.0839745 0.0804809 0.0225006 
-0.0843946 0.0818335 0.0225112 
-0.0836817 0.0786288 0.0214472 
-0.0852266 0.0854944 0.0253873 
-0.0856608 0.0854539 0.0244177 
-0.0857911 0.0847131 0.0234468 
-0.085128 0.0845897 0.0244984 
-0.0848476 0.0845966 0.0254873 
-0.0865732 0.0860822 0.023453 
-0.0846445 0.0832051 0.023501 
-0.0845698 0.0831877 0.0245094 
-0.0845601 0.0832447 0.0254813 
-0.0829431 0.0790271 0.0235207 
-0.0828165 0.0790258 0.0245191 
-0.0827835 0.0790493 0.0255103 
-0.0837154 0.0804764 0.0234959 
-0.0837382 0.0804711 0.0245022 
-0.083714 0.0804887 0.0254979 
-0.0842824 0.0818436 0.0235004 
-0.084345 0.0818627 0.0244959 
-0.0842452 0.0818537 0.025498 
-0.0846449 0.0777798 0.00851725 
-0.0844851 0.0778045 0.00951927 
-0.0844011 0.0777797 0.0105147 
-0.0844149 0.0777754 0.0115138 
-0.0833705 0.0767799 0.0142875 
-0.0828869 0.0763004 0.0145215 
-0.0829975 0.0763193 0.0155222 
-0.0844214 0.0777776 0.012517 
-0.084398 0.0778007 0.013518 
-0.0845392 0.0778023 0.0145171 
-0.0846638 0.0778105 0.0155166 
-0.0845615 0.0777561 0.014943 
-0.0838603 0.0771078 0.0156983 
-0.083926 0.0775674 0.0187821 
-0.082956 0.0762572 0.0165263 
-0.0829047 0.0763015 0.0175246 
-0.0825849 0.0762413 0.018536 
-0.0846489 0.0778245 0.0165124 
-0.0845122 0.0778323 0.0175087 
-0.0836103 0.0769236 0.0176347 
-0.0846331 0.0781756 0.0181083 
-0.0843239 0.0775269 0.0169616 
-0.0831878 0.0764607 0.0163622 
-0.0828574 0.0764021 0.018249 
-0.0825008 0.107588 0.0273509 
-0.0836964 0.106272 0.0263573 
-0.0825172 0.108952 0.0273498 
-0.0832597 0.10897 0.0263609 
-0.0831442 0.107611 0.0263767 
-0.081815 0.108922 0.02836 
-0.0824089 0.107319 0.0275588 
-0.0818245 0.107456 0.0283887 
-0.0812513 0.108802 0.0293202 
-0.0812551 0.10738 0.02923 
-0.0851043 0.10321 0.0261425 
-0.0827169 0.105982 0.0279083 
-0.0814422 0.106028 0.0294684 
-0.0839019 0.105911 0.0262878 
-0.0823897 0.104663 0.0290404 
-0.0837001 0.104608 0.0275279 
-0.083931 0.103265 0.0277985 
-0.0845393 0.103233 0.0269979 
-0.0820851 0.106006 0.028693 
-0.0826303 0.103323 0.0293175 
-0.0830364 0.104646 0.028271 
-0.0833358 0.105954 0.0271122 
-0.0833044 0.10329 0.0285866 
-0.0842319 0.104575 0.0266516 
-0.0810085 0.1097 0.0318734 
-0.0813565 0.109598 0.0300528 
-0.0819634 0.103331 0.0300688 
-0.0812562 0.103354 0.0307723 
-0.0807952 0.106052 0.0302403 
-0.0809803 0.104706 0.0304576 
-0.0816857 0.104685 0.0297488 
-0.0856388 0.100529 0.0267624 
-0.085028 0.100559 0.0275605 
-0.0863763 0.0991625 0.0261078 
-0.0858145 0.0991904 0.0269676 
-0.0852334 0.0992128 0.0278144 
-0.0853944 0.101863 0.0264831 
-0.0847959 0.101901 0.0272869 
-0.0837947 0.100615 0.0291484 
-0.0841797 0.101927 0.0280813 
-0.0844404 0.100576 0.0283951 
